Código,Descrição,Fornecedor
33642,TOALHA DE BANHO ADULTO SAMBA,CAMESA
33643,TOALHA DE ROSTO ADULTO CELESTE.CAMESA.AAMS,CAMESA
33644,SHORT DUNA COM CADARCO .REAL UNIAO.FCAR,REAL UNIÃO
33645,CAMISETA MASC ESTAMPADA VARIADAS MULTIMARCAS .MJPR,MULTIMARCAS
33646,BERMUDA MASC TACTEL CADARCO VSPORT,VSPORT
33648,CAMISOLA ALCA BABADO MALHA.KAFA.FIAR,KAFA
33649,CAMISOLA MALHA.KAFA.FIAR,KAFA
33650,SAIA LONGA VISCOLYCRA ESTAMPADA.ONLLEY.FPAR,ONLLEY
33651,SAIA LONGA VISCOLYCRA LISA.ONLLEY.FPAR,ONLLEY
33652,VESTIDO LONGO LISO C/ FENDAS LATERAIS.ONLLEY.FPAR,ONLLEY
33653,BLUSA FEM VISCOLYCRA LISA MORCEGO.MINHA ESTAMPA.FJAR,MINHA ESTAMPA
33654,BLUSA FEM M/L LISTRADA.BELLA MODA.FCAR,BELLA MODA
33655,BERMUDA FEM JEANS BARRA DOBRADA. ECXO. FEMS,ECXO JEANS
33656,BERMUDA FEM JEANS ESCURA. ECXO. FEMS,ECXO JEANS
33657,PROMOCIONAL FEIRINHA,PROMOCIONAL
33658,PROMOCIONAL FEIRINHA,PROMOCIONAL
33659,PROMOCIONAL FEIRINHA,PROMOCIONAL
33660,PROMOCIONAL FEIRINHA,PROMOCIONAL
33661,PROMOCIONAL FEIRINHA,PROMOCIONAL
33662,BERMUDA FEM JEANS DESTROYED. ECXO. FEMS,ECXO JEANS
33663,PROMOCIONAL FEIRINHA,PROMOCIONAL
33664,SHORT FEM CARGO CANELADO.JEZZIAN.FJAR,JEZZIAN
33665,CONJUNTO INTIMO JOYCE TOQUE SECRETO .FIPR,TOQUE SECRETO
33666,SHORT SAIA C/ AMARRACAO.STYLEBOX.FJSL,STYLE BOX
33667,SHORT DUNA ALFAIATARIA PREGAS E BOLSO.STYLEBOX.FCSL,STYLE BOX
33668,CONJ. TOP E CALCINHA S/ COSTURA.STYLEBOX.FIAR,STYLE BOX
33669,REGATA UM OMBRO SO CANELADA.STYLEBOX.FJAR,STYLE BOX
33670,PAPEL DE PRESENTE M. PIRAI. AASF,PIRAÍ
33671,PAPEL DE PRESENTE G.PIRAI.AASF,PIRAÍ
33672,PAPEL DE PRESENTE P. PIRAI.AASF,PIRAÍ
33673,CAMISA M/L LACOS COSTAS.STYLEBOX.FCSL,STYLE BOX
33674,CALCA FEM PLUS BOTOES NO BOLSO.OUMENGKAY.FCSL,OUMENGKAY
33675,CALCA FEM PLUS BOLSO C/ DET E BOTTOES.OUMENGKAY.FCSL,OUMENGKAY
33676,BERMUDA FEM HELANCA BOTAO BOLSO.OUMENGKAY.FCSL,OUMENGKAY
33677,BERMUDA FEM PLUS HELANCA C/ BOLSO.OUMENGKAY.FCSL,OUMENGKAY
33678,VESTIDO INDIANO TRAPEZIO.INDIA FASHION.FJAR,INDIA FASHION
33679,VESTIDO INDIANO LENCO.INDIA FASHION.FJAR,INDIA FASHION
33680,VESTIDO LONGO LASE C/ALCA.INDIA FASHION.FJPR,INDIA FASHION
33681,VESTIDO LONGO DE LASE C/GOLA E BOTOES.INDIA FASHION.,INDIA FASHION
33682,SHORT SARJADA BARRA VIRADA C/ CINTO.FOUR SEASONS.FJPR,FOUR SEASONS
33683,BLUSA ALCINHA BABADO ASSIMETRICO.FOUR SEASONS.FJPR,FOUR SEASONS
33684,CROPPED ESTAMPA FARM SILK .FJAR,SILK
33685,BLUSA CROPPED BORDADO C/ BOJO.FOUR SEASONS.FJPR,FOUR SEASONS
33686,SHORT SARJADO CINTO.FOUR SEASONS.FCPR,FOUR SEASONS
33687,BERMUDA C/ CINTO.FOUR SEASONS.FCPR,FOUR SEASONS
33688,CAMISA M/M DE BOTAO COM BORDADOS OULUSHA,OULUSHA
33689,SHORT PLUS COM PREGAS E CINTO,OULUSHA
33690,VESTIDO INDIANO MIDI. JACKSNIPE. FJAR,JACKSNIPE
33691,CAMISA M/L BOTAO BOLSO FRENTE.AEDD.FCPR,AEDD
33692,SAIA LONGA C/ BABADOS.AEDD.FCPR,AEDD
33693,SHORT ALFAIATARIA.AEDD.FCAR,AEDD
33694,SHORT ELASTICO COSTAS C/ BOLSO FRENTE,OULUSHA
33695,SHORT SAIA C/ CINTO.AEDD.FJPR,AEDD
33696,VESTIDO INDIANO LONGO COSTAS C/ DECOTE. JACKSNIPE. FJPR,JACKSNIPE
33697,SHORT SAIA DE ALFAIATARIA.AEDD.FJPR,AEDD
33698,CONJUNTO COLETE + SHORT ALFAIATARIA.AEDD.FCPR,AEDD
33699,SHORT ALFAIATARIA COM CINTO FALSO.OULUSHA.FCPR,OULUSHA
33700,CONJUNTO FEM TOP C/SAIA LONGA DE BOTOES.AEDD.FCPR,AEDD
33701,CONJUNTO FEM BLUSA M/M C/SHORT DE CADARCO.AEDD.FCPR,AEDD
33702,CONJUNTO ALFAIATARIA COM BORDADO.OULUSHA.FCPR,OULUSHA
33703,BODY ALCA PLUS DETALHE NA ALCA.OULUSHA.FPPR,OULUSHA
33704,CALCA FEM DE ALFAIATARIA.AEDD.FCPR,AEDD
33705,SHORT FEM JORTS C/CADARCO.AEDD.FCPR,AEDD
33706,BLUSA REGATA LESE.OULUSHA.FCPR,OULUSHA
33707,CONJUNTO LINHO BLUSA AMARR C/ SHORT/SAIA.OULUSHA.FCPR,OULUSHA
33708,CALCA FEM CARGO.AEDD.FJPR,AEDD
33709,CONJUNTO LINHO PREMIL BLUSA AMARR C/ CALCA.OULUSHA.FCPR,OULUSHA
33710,CONJ CROPPED E CALCA LESIE.OULUSHA.FCPR,OULUSHA
33711,VESTIDO LONGO LESE.OULUSHA.FJPR,OULUSHA
33712,VESTIDO JOVEM PREGAS C/ CINTO.OULUSHA.FJPR,OULUSHA
33713,VESTIDO LONGO DE ALCA FINA COM BORDADO.OULUSHA.FCPR,OULUSHA
33714,SHORT JOVEM GORGURAO BARRA.OULUSHA.FJSL,OULUSHA
33715,MACACAO DE ALCA COM CINTO.OULUSHA.FCPR,OULUSHA
33716,VESTIDO LISIE JOVEM BABADO MANGA.OULUSHA.FJPR,OULUSHA
33717,BLUSA M/M BORDADO FLORES NA MANGA,OULUSHA
33718,MACACAO DE ALCA FINA.OULUSHA.FCPR,OULUSHA
33719,CALCA DUNA PANTALONA.OULUSHA.FCPR,OULUSHA
33720,BLUSA REGATA TRICO.OULUSHA.FCPR,OULUSHA
33721,BLUSA S/M LISTRADAS CORES.OULUSHA. FJPR,OULUSHA
33722,BLUSA MUSCLE TEE DE TRICO CANELADO.OULUSHA.FCPR,OULUSHA
33723,MACAQUINHO ALCA FINA AMARRACAO FRENTE,OULUSHA
33724,CONJUNTO SHORT SAIA / TOP COM LACO.OULUSHA. FJPR,OULUSHA
33725,BLUSA M DUNA S/MG TIPO COLETE C/BORDADO,OULUSHA
33726,REGATA ALCINHA BOTOES E BORDADO NA BORDA,OULUSHA
33727,MINI SAIA BABADO LESIE,OULUSHA
33728,CONJ LESE CROPPED E CALCA.OULUSHA .FCPR,OULUSHA
33729,BLUSA DE ALCA C/ BORDADO.OULUSHA.FCAR,OULUSHA
33730,POLO MASCULINA C/ ELASTANO SEM BOLSO.STYLEBOX.MCSL,STYLE BOX
33731,REGATA MASC DRY C/FRISO.MINHA ESTAMPA.MJAR,MINHA ESTAMPA
33732,MACACAO COM CINTO OULUSHA,OULUSHA
33733,MAIO VARIADOS. LISO E EST. ALEX BALI. FPAR,ALEX BALI
33734,VESTIDO CURTO ALCINHA LESIE BCO.VASPAC.FJPR,VASPAC
33735,VESTIDO CURTO ALCINHA LESIE PTO.VASPAC.FJPR,VASPAC
33736,BLUSA MALHA GASE TIPO COLETE PTO.VASPAC.FJPR,VASPAC
33737,BLUSA MALHA GASE TIPO COLETE CAMEL.VASPAC.FJSL,VASPAC
33738,BLUSA MALHA GASE TIPO COLETE BRANCO.VASPAC.FJSL,VASPAC
33739,TOP ANA RUGA LISTRA AZ LACO FTE.VASPAC.FJSL,VASPAC
33740,SHORT ANA RUGA LISTRA AZ.VASPAC.FJSL,VASPAC
33741,BLUSA ESTAMPADA MANGA CURTA JAPA DECOTE V.VASPAC.FCSL,VASPAC
33742,BLUSA ESTAMPADA MANGA CURTA JAPA DECOTE V.VASPAC.FCSL,VASPAC
33743,SHORT VISCOSE ROSE.VASPAC.FJSL,VASPAC
33744,SHORT FEM VISCOSE ESTAMPADO.ANJUU.FJSL,ANJUU
33745,VEST LONGO BUSTO LASTEX.ANJUU.FJPR,ANJUU
33746,REGATA CETIM DECOTE RAGLAN.ANJUU.FJPR,ANJUU
33747,REGATA CETIM DECOTE V BOTOES.ANJUU.FJPR,ANJUU
33748,VEST MIDI CETIM TUBINHO.ANJUU.FCPR,ANJUU
33749,CAMISA M/L TRANSPARENCIA PTO.ANJUU.FCPR,ANJUU
33750,CAMISA M/L TRANSPARENCIA BEGE.ANJUU.FCPR,ANJUU
33751,BLUSA M/L CETIM PTO.ANJUU.FCPR,ANJUU
33752,BLUSA M/L CETIM BEGE.ANJUU.FCPR,ANJUU
33753,BLUSA M/L CETIM MARINHO.ANJUU.FCPR,ANJUU
33754,CUECA MASC POLIAMIDA.MIBC,BAIYI
33755,BLUSA FEM S/M BORDADO NA BARRA PTO/AZ CL.AGTEX.FCSL,AGTEX
33756,CONJ ESTAMPA TOP SAIA MID.AGTEX.FJPR,AGTEX
33757,SHORT DET ARGOLA NO CINTO.AGTEX.FJSL,AGTEX
33758,BLUSA FEM S/M BORDADO NO BRACO.AGTEX.FCSL,AGTEX
33759,SHORT SAIA JUV VISCOSE PTO/PALHA.NINANDO.IA4SL,NINANDO
33760,SHORT FEM JUV VISC BOTAO NA BARRA E BOLSO PTO/AZ CL.NINANDO.IA4SL,NINANDO
33761,SHORT FEM JUV VISCOSE C/ BOLSO BARRA VIRADA PTO/ROSE.NINANDO.IA4SL,NINANDO
33762,BLUSA JUV CIGANINHA CROPPED PTO/ROSE.NINANDO.IA4SL,NINANDO
33763,SHORT SAIA INF MNA PTO/PALHA.NINANDO.IA4SL,NINANDO
33764,SHORT INF MNA BOTAO BARRA PTO/AZ CL.NINANDO.IA4SL,NINANDO
33765,BLUSA INF MNA ALCA BABADO E LASTEX COSTA PTO/AZ CL.NINANDO.IA4SL,NINANDO
33766,BLUSA INF MNA FRANZIDO FTAL PTO/PALHA.NINANDO.IA4SL,NINANDO
33767,REGATA ALCINHA SEG PELE.MINHAESTAMPA.FJAR,MINHA ESTAMPA
33768,SHORT JEANS OFF WHITE. ECXO. FEPR,ECXO JEANS
33769,SHORT JEANS BARRA DESFIADA. ECXO. FEPR,ECXO JEANS
33770,VESTIDO LONGO VISCOLINHO BABADO PRETO.JULIETA.FJPR,JULIETA
33771,VESTIDO LONGO VISCOLINHO BABADO AREIA.JULIETA.FJPR,JULIETA
33772,VESTIDO LONGO VISCOLINHO BABADO TERRA.JULIETA.FJPR,JULIETA
33773,VESTIDO LONGO LATEX.AGTEX.FJPR,AGTEX
33774,VESTIDO DE MANGUINHA PRINCESA ELASTEX PLUS.AGTEX.FPPR,AGTEX
33775,REGATA ALCA TRANCADA.AGTEX.FCPR,AGTEX
33776,CAMISA MASC M/M VISCOSE.JEZZIAN.MCPR,JEZZIAN
33777,CAMISA MASC M/M DE BOTAO FLORAL AZUL.JEZZIAN.MCPR,JEZZIAN
33778,MACAQUINHO SAIA ESTAMPADO.GRAZYMODAS.FPPR,GRAZI MODAS
33779,VESTIDO UMA MARIA ESTAMPADO.GRAZYMODAS.FPPR,GRAZI MODAS
33780,CONJUNTO COM RENDA.VERSALLY.FIPR,VERSALLY
33781,CONJUNTO COM RENDA.VERSALLY.FIPR,VERSALLY
33782,CONJUNTO BASICO.VERSALLY.FIPR,VERSALLY
33783,CONJUNTO COM RENDA.VERSALLY.FIPR,VERSALLY
33784,SHORT CINTO TRANCA FIV ESTRELA.AGTEX.FJPR,AGTEX
33785,CADERNETA 80FL C/ E S/ PAUTA14X9CM.WINCYBRASIL.AASF,WINCY BRASIL
33786,AGENDA PERMA A6 WIRE O 11X15 320P BRIGHT.WINCY BRASIL.AASF,WINCY BRASIL
33787,ESTOJO ESCOLAR MINI FEM TELA 1Z NEON PAS.WINCY BRASIL.AASF,WINCY BRASIL
33788,ESTOJO WINPAPER MASC 1Z TELADO.WINCY BRASIL.AASF,WINCY BRASIL
33789,MOCHILA FULL COLOR CINZA.WINCY BRASIL.AASF,WINCY BRASIL
33790,"MOCHILA JUV FULL COLOR CINZA 17,5.WINCY BRASIL.AASF",WINCY BRASIL
33791,"MOCHILA JUV FULL COLOR ROSE 17,5.WINCY BRASIL.AASF",WINCY BRASIL
33792,"MOCHILA JUV FULL COLOR PRETO 17,5.WINCY BRASIL.AASF",WINCY BRASIL
33793,MOCHILA BABY UNISEX CAPIVARA PELUCIA.WINCY BRASIL.AASF,WINCY BRASIL
33794,KIT TALHER C ESTOJO INOX 4PCS.WINCY BRASIL.AASF,WINCY BRASIL
33795,KIT TALHER C ESTOJO INFANTIL INOX 4PCS.WINCY BRASIL.AASF,WINCY BRASIL
33796,ROLO ADESIVO TIRA PELOS 20 FOLHAS.WINCY BRASIL.AASF,WINCY BRASIL
33797,SACO LAVA ROUPA/LINGER 50X40CM RT POLIES.WINCY BRASIL.AASF,WINCY BRASIL
33798,PORTA ESCOVA/PASTA DE DENTE PT 19X6CM.WINCY BRASIL.AASF,WINCY BRASIL
33799,PORTA ESCOVA DE DENTE 20CM PLAST DECORAD.WINCY BRASIL.AASF,WINCY BRASIL
33800,PRENDEDOR DE EMBALAGEM 10PCS.WINCY BRASIL.AASF,WINCY BRASIL
33801,KIT TESOURAS 2PCS 5/8 PP/INOX.WINCY BRASIL.AASF,WINCY BRASIL
33802,KIT DE AGULHAS - 27 PECAS.WINCY BRASIL.AASF,WINCY BRASIL
33803,"ESPELHO MESA RD ELIS PT 14,5X15CM.WINCY BRASIL.AASF",WINCY BRASIL
33804,SACOLA ECOBAG FRASES ALGODAO 38X42CM.WINCY BRASIL.AASF,WINCY BRASIL
33805,GARRAFA SQUEEZE SHAPE PET 600ML.WINCY BRASIL.AASF,WINCY BRASIL
33806,KIT VIAGEM PORTA LIQUIDO RECARREGAVEL 4P.WINCY BRASIL.AASF,WINCY BRASIL
33807,GARRAFA C ALCA GIRL VIBES PT 600ML.WINCY BRASIL.AASF,WINCY BRASIL
33808,"BOLSA TERMICA OXFORD 22X18,5X11,5CM.WINCY BRASIL.AASF",WINCY BRASIL
33809,ESCOVA PARA LOUCAS SILICONE 32X3.3CM .WINCY BRASIL.AASF,WINCY BRASIL
33810,LANCA-AGUA 40X4CM PP/POLIETILENO.WINCY BRASIL.AASF,WINCY BRASIL
33811,KIT BARBA E CABELO 3PCS.WINCY BRASIL.AASF,WINCY BRASIL
33812,"ESCOVA MASSAGEADORA CABELO 8X6,5CM.WINCY BRASIL.AASF",WINCY BRASIL
33813,CONJUNTO FEM COLETE E SHORT ALFAITARIA. AGTEX. FCSL,AGTEX
33814,CANGA ESTAMPADA.INDIA FASHION.FPAR,INDIA FASHION
33815,CALCA FEM BOLIVIANA ESTAMPADA. MINHA ESTAMPA.FJSL,MINHA ESTAMPA
33816,BERMUDA MASC DE SARJA C/ELASTANO.FABIANO.MEPR,FABIANO
33817,REGATA VISCOSE ESTAMPADA REG.MINHA ESTAMPA.FJAR,MINHA ESTAMPA
33818,REGATA ALCINHA DUNA C/ BABADO.YUNEE.FJPR,YUNEE
33819,BLUSA DUNA PREGAS NA MANGA.YUNEE.FCSL,YUNEE
33820,REGATA PLUS CETIM C/ BABADO.YUNEE.FPPR,YUNEE
33821,BLUSA S/M GOLA BOTAO E BOLSO.YUNEE.FCAR,YUNEE
33822,BLUSA ALCA LARGA ESTAMPADA COM BOTOES.FOUR SEASONS.FCSL,FOUR SEASONS
33823,VEST CURTO COM GOLA E AMARRACAO.FOUR SEASONS.FCSL,FOUR SEASONS
33824,REGATA DUNA GOLA CANOA COM VIES RENDADO.YUNEE.FCSL,YUNEE
33825,T-SHIRT EM ALGODAO ESTAMPA TROPICAL.DC TEXTIL.FPAR,THREE HANDS
33826,T-SHIRT EM ALGODAO ESTAMPA GIRLS AQUARELA.THREE HANDS.FPAR,THREE HANDS
33827,T-SHIRT EM ALGODAO ESTAMPA LIMAO.THREE HANDS.FPAR,THREE HANDS
33828,CROPPED ESTAMPA SAINT TROPEZ.THREE HANDS.FJAR,THREE HANDS
33829,CROPPED ESTAMPADA MARSELHA.THREE HANDS.FJAR,THREE HANDS
33830,CROPPED JUV ESTAMPADO BOSTON.THREE HANDS.FA4AR,THREE HANDS
33831,CROPPED JUV ESTAMPADO BORBOLETA.THREE HANDS.FA4AR,THREE HANDS
33832,T-SHIRTJUV MNA ESTAMP CAWGRIRL.THREE HANDS.JA4AR,THREE HANDS
33834,BLUSA DEC RAGLAN BABADOS.OULUSHA.FJAR,OULUSHA
33835,SHORT ALFAIAT C/ ESLATANO BOTAO NO PASSANTE.OULUSHA.FJPR,OULUSHA
33836,REGATA DUNA ALCA TRANCA.OULUSHA.FCAR,OULUSHA
33837,REGATA CROCHE.OULUSHA.FJPR,OULUSHA
33838,SHORT SAIA C/ AMARRACAO.ALIRIO.FJAR,ALIRIO
33839,SHORT SAIA C/ AMARRACAO.ALIRIO.FJAR,ALIRIO
33840,VEST ESTAMP COQ ALCINHAE BABADO.ALIRIO.FJAR,ALIRIO
33841,VEST LONG ALCA FINA BARRADO.ALIRIO.FCPR,ALIRIO
33842,BLUSA MANGA CURTA BARRADA.ALIRIO.FCPR,ALIRIO
33843,CALCA PANTALON BARRADA.ALIRIO.FCPR,ALIRIO
33844,BLUSA FEM PLUS CIGANINHA ONCA.ALIRIO.FPPR,ALIRIO
33845,BLUSA FEM PLUS CIGANINHA POA.ALIRIO.FPPR,ALIRIO
33846,SHORT PLUS VISCOSE ESTAMP C/ BOLSO E BOTAO.VASPAC.FPAR,VASPAC
33847,SHORT SAIA DUNA.VASPAC.FJAR,VASPAC
33848,VESTIDO LONGO ALCINHA BABADO.INVENTA MODA.FJPR,INVENTA MODA
33849,CALCA DUNA PANTACOURT BOTOES E BOLSO.INVENTA MODA.FCPR,INVENTA MODA
33850,BLUSA S/M DUNA CROPPED FRALDADA.INVENTA MODA.FCPR,INVENTA MODA
33851,BONE LISO.FELIPE.AASF,FELIPE
33852,BUCKET.FELIPE.AASP,FELIPE
33853,BONE UNISSEX.FELIPE.AASF,FELIPE
33854,SHORTINHO INTIMO.ZE DUDA.FISL,ZE DUDA
33855,MACAQUINHO SAIA ESTAMPADO ZIPER E LASTEX.STYLLO UNICO.FJAR,STYLLO ÚNICO
33856,VESTIDO LONGO BICOLOR VISCOLYCRA.STYLLO UNICO.FJAR,STYLLO ÚNICO
33857,CONJUNTO TOP/SAIA CIANINHA.OULUSHA.FJPR,OULUSHA
33858,REGATA CURTA FITNESS. DAISA. FFAR,DAISA
33859,VESTIDO ALCA REGULAVEL COM LASTEX.STILLO UNICO.FCAR,STYLLO ÚNICO
33860,REGATA POLIAMIDA C/ FORRO.GELIO.FCAR,GELIO
33861,BLUSA MG CURTA POLIAMIDA BUSTO DUPLO.GELIO.FCAR,GELIO
33862,SHORT JEANS MODELOS VARIADOS. ECXO JEANS. FEMS,ECXO JEANS
33863,CHAMISE VISCOSE MANGA 3/4. ART LIMA. FCSL,ART LIMA
33864,CALCA MASC SARJA CINZA.JEZZIAN.MCPR,JEZZIAN
33865,MACAQUINHO FITNESS POLIAMIDA ABERTURA NAS COSTAS. BAIYI. FFPR,BAIYI
33866,MACAQUINHO FITNESS CRUZADO NAS COSTAS. BAIYI. FFPR,BAIYI
33867,MACAQUINHO FITNESS POLIAMIDA M/M ZIPER. BAIYI. FFPR,BAIYI
33868,CONJUNTO TOP E SHORT FITNESS BICOLOR. BAIYI. FFPR,BAIYI
33869,CONJUNTO TOP E CALCA FITNESS POLIAMIDA. BAIYI. FFPR,BAIYI
33870,SHORT VISCOLINHO BOLSO PLUS SIZE.JOABE.FPAR,JOABE
33871,SHORT VISCOLINHO REGULAR.JOABE.FJAR,JOABE
33872,TOP FITNESS BICOLOR DETALHE NAS COSTAS. LIDERY. FFPR,LIDERY
33873,SHORT FITNESS BICOLOR DETALHE LATERAL. LIDERY. FFPR,LIDERY
33874,CALCA FITNESS BICOLOR DETALHE LATERAL. LIDERY. FFPR,LIDERY
33875,TOP FITNESS CHAPADO PLUS SIZE. LIDERY. FFAR,LIDERY
33876,SHORT FITNESS COS TRANSPASSADO PLUS SIZE. LIDERY. FFAR,LIDERY
33877,CALCA FITNESS COS TRANSPASSADO PLUS SIZE. LIDERY. FFAR,LIDERY
33878,TOP FITNESS BASICO NADADOR. LIDERY. FFPR,LIDERY
33879,CROPPED DECOTE EM V. AGTEX.FJSL,AGTEX
33880,CROPPED ALCINHA .AGTEX. FJSL,AGTEX
33881,CROPPED TEXTURIZADO.AGTEX.FJSL,AGTEX
33882,CROPPED S/ MANGA. AGTEX. FJSL,AGTEX
33883,CROPPED UM OMBRO SO. AGTEX .FJSL,AGTEX
33884,BODY DECOTE REDONDO CANELADO. AGTEX.FJSL,AGTEX
33885,BLUSA MANGA LONGA FAKE TRICO.SLYLE BOX.FJSL,STYLE BOX
33886,BLUSA ALCINHA LASTEX COM BABADO.STYLE BOX.FJSL,STYLE BOX
33887,BLUSA S/M SUEDE DECOTE V.STYLE BOX.FJPR,STYLE BOX
33888,REGATA CANELADA RECORTE LATERAL.STYLE BOX.FCSL,STYLE BOX
33889,BLUSA CANELADA MANGA LONGA ELASTICA LATERAL.STYLE BOX.FJSL,STYLE BOX
33890,SHORT SUEDE C/ PREGA.STYLE BOX.FJPR,STYLE BOX
33891,MINI SAIA SUEDE.STYLE BOX.FJPR,STYLE BOX
33892,BLUSA MANGA CANELADO LACO.STYLE BOX.FJSL,STYLE BOX
33893,CALCA CINTURA ALTA C/ PREGAS.STYLE BOX.FCPR,STYLE BOX
33894,CALCA RETA FAKE TRICO.STYLE BOX.FJSL,STYLE BOX
33895,MACAQUINHO ESTAMPADO CIGANINHA.AME-SE.FJPR,AME -SE
33896,VESTIDO ESTAMPADO CURTOMANGA FLAIRE.AME-SE.FJPR,AME -SE
33897,BLUSA ESTAMPADO COS ELASTICO MANGA 3/4.AME-SE.FJPR,AME -SE
33898,SAIA LONGA LISA COM AMARRACAO.AME-SE.FJPR,AME -SE
33899,BLUSA OMBRO ELASTICO LISA. AME-SE. FCPR (INV26),AME -SE
33900,BLUSA OMBRO ELASTICO ESTAMPADA. AME-SE. FCPR (INV26),AME -SE
33901,CALCA BRAGUILHA ESTAMPADA. AME-SE.FCPR (INV26),AME -SE
33902,CALCA BRAGUILHA LISA. AME-SE.FCPR (INV26),AME -SE
33904,BLUSA MANGA FLARE ESTAMPADA. AME-SE. FCPR (INV26),AME -SE
33905,BLUSA MANGA FLARE LISA.AME-SE.FCPR (INV26),AME -SE
33906,VESTIDO MANGA FLARE ESTAMPADO PLUS.AME-SE.FPPR,AME -SE
33907,VESTIDO MANGA FLARE LISO PLUS.AME-SE.FPPR,AME -SE
33908,BLUSA UM OMBRO SO ESTAMPADA PLUS.AME-SE.FPPR,AME -SE
33909,BLUSA UM OMBRO SO LISO PLUS.AME-SE.FPPR,AME -SE
33910,BLUSA COM ELASTICO ESTAMPADA PLUS.AME-SE.FPPR,AME -SE
33911,BLUSA COM ELASTICO LISA PLUS.AME-SE.FPPR,AME -SE
33912,MACAQUINHO OMBRO A OMBRO ESTAMPADO PLUS.AME-SE.FPPR,AME -SE
33913,MACAQUINHO OMBRO A OMBRO LISO PLUS.AME-SE.FPPR,AME -SE
33914,BLUSA AMARRADINHO ESTAMPADA PLUS.AME-SE.FPPR,AME -SE
33915,BLUSA AMARRADINHO LISA PLUS.AME-SE.FPPR,AME -SE
33916,SAIA COS LARGO LISA PLUS.AME-SE.FPPR,AME -SE
33917,SAIA COS LARGO ESTAMPADA PLUS.AME-SE.FPPR,AME -SE
33918,CALCA COS LISA PLUS.AME-SE.FPPR,AME -SE
33919,CALCA COS ESTAMPADA PLUS.AME-SE.FPPR,AME -SE
33920,JAQUETA FEM SUEDE COM BOTOES.STYLE BOX.FJPR,STYLE BOX
33921,COLETE CURTO TRANSPASSADO COM FIVELA.STYLE BOX.FCPR,STYLE BOX
33922,CAMISA MASC FLANELA XADREZ.STYLE BOX.MCAR,STYLE BOX
33923,CAMISA MASC POLO.STYLE BOX.MCAR,STYLE BOX
33924,SUETER MASC GOLA CARECA JACQUARD.STYLE BOX.MCAR,STYLE BOX
33925,SUETER MASC C/BOTOES.STYLE BOX.MCPR,STYLE BOX
33926,CALCA MOLETOM MASCULINA BASICA.STYLE BOX.MBSL,STYLE BOX
33927,BLUSA TRICO MANGA LONGA CONTRASTE NA GOLA.STYLE BOX.FCSL,STYLE BOX
33928,JAQUETA MASC DE MOLETOM C/CAPUZ.STYLE BOX.MJAR,STYLE BOX
33929,JAQUETA MOLETON FEM C/CAPUZ E BORDADO .FJPR,STYLE BOX
33930,CARDIGAN FEM.STYLE BOX.FCSL,STYLE BOX
33931,CASACO MASC DE MOLETOM C/CAPUZ.STYLE BOX.MJAR,STYLE BOX
33932,CALCA FEM RETA C/FRISO STYLE BOX .FJPR,STYLE BOX
33933,SUETER FEM GOLA POLO.STYLE BOX.FCSL.HC019,STYLE BOX
33934,CONJUNTO MASC HELANCA C/DETALHE NA LATERAL.STYLE BOX.MJPR,STYLE BOX
33935,CASACO MOLE FEM C/CAPUZ RECORTE RAGLAN .FSL,STYLE BOX
33936,CONJUNTO MASC DE HELANCA.STYLE BOX.MJPR,STYLE BOX
33937,SUETER FEM TRICO GOLAV CANELADA STYLE BOX.FJSL,STYLE BOX
33938,SUETER MASC TRICO GOLA CARECA.STYLE BOX.MCAR,STYLE BOX
33939,SUETER MASC GOLA CARECA.STYLE BOX.MCAR,STYLE BOX
33940,SUETER FEM TRICO GOLA ALTA. STYLE BOX. FCSL,STYLE BOX
33941,CAMISA FEM FLANELA XADREZ. STYLE BOX. FJAR,STYLE BOX
33942,JAQUETA FEM MOLETOM C/ CAPUZ. STYLE BOX. FJSL,STYLE BOX
33943,CALCA MOLETOM FEM BASICA. STYLE BOX. FJSL,STYLE BOX
33945,CASACO FEM MOLETOM CROPPED.STYLE BOX.FJSL,STYLE BOX
33946,CALCA FEM MOLETOM PANTALONA.STYLE BOX.FJSL,STYLE BOX
33947,CASACO FEM MOLETOM CROPPED.STYLE BOX.FJSL,STYLE BOX
33948,CALCA FEM MOLETOM CARGO.STYLE BOX.FJSL,STYLE BOX
33949,TOP FITNESS VAZADO NA LATERAL. MR.K. FFAR,Mr.k
33950,CONJUNTO MASC HELANCA DETALHE LATERAL.STYLE BOX.MCPR,STYLE BOX
33952,VESTIDO MEIA MANGA ESTAMPADO.AME-SE.FCPR (INV26),AME -SE
33953,VESTIDO MEIA MANGA BABADO ESTAMPADO. AME-SE.FCPR (INV26),AME -SE
33954,VESTIDO MEIA MANGA BABADO LISO. AME-SE.FCPR (INV26),AME -SE
33955,BERMUDA BRAGUILHA ESTAMPADA. AME-SE.FCPR (INV26),AME -SE
33956,BERMUDA BRAGUILHA LISO. AME-SE.FCPR (INV26),AME -SE
33957,BLUSA LACO FRENTE.AME-SE.FJPR,AME -SE
33958,MACACAO ESTAMPADO MANGA CURTA UM OMBRO SO.FJPR,AME -SE
33959,BLUSA ESTAMPADA MANGA SINO.AME-SE.FJPR,AME -SE
33960,CALCA LISA PANTALONA C/ BOLSO.AME-SE.FJPR,AME -SE
33961,BLUSA MANGA LONGA UM OMBRO SO.AME-SE.FJPR,AME -SE
